created_at,entry_id,field1,field2,field3,field4,field5,field6
2025-11-19T13:59:34+00:00,287,623,8,0.000000,0.000000,19-11-2025 19:29:33,1
2025-11-19T13:59:51+00:00,288,613,7,0.000000,0.000000,19-11-2025 19:29:49,1
2025-11-19T14:00:08+00:00,289,610,7,0.000000,0.000000,19-11-2025 19:30:06,1
2025-11-19T14:00:25+00:00,290,607,7,0.000000,0.000000,19-11-2025 19:30:24,1
2025-11-19T14:00:42+00:00,291,607,7,0.000000,0.000000,19-11-2025 19:30:40,1
2025-11-19T14:00:58+00:00,292,225,0,0.000000,0.000000,19-11-2025 19:30:56,0
2025-11-19T14:01:14+00:00,293,223,0,0.000000,0.000000,19-11-2025 19:31:13,0
2025-11-19T14:01:31+00:00,294,232,0,0.000000,0.000000,19-11-2025 19:31:29,0
2025-11-19T14:01:47+00:00,295,235,0,0.000000,0.000000,19-11-2025 19:31:46,0
2025-11-19T14:02:04+00:00,296,222,0,0.000000,0.000000,19-11-2025 19:32:03,0
2025-11-19T14:02:21+00:00,297,229,0,0.000000,0.000000,19-11-2025 19:32:19,0
2025-11-19T14:02:37+00:00,298,231,0,0.000000,0.000000,19-11-2025 19:32:36,0
2025-11-19T14:02:54+00:00,299,240,0,0.000000,0.000000,19-11-2025 19:32:53,0
2025-11-19T14:03:11+00:00,300,235,0,0.000000,0.000000,19-11-2025 19:33:10,0
2025-11-19T14:03:27+00:00,301,221,0,0.000000,0.000000,19-11-2025 19:33:26,0
2025-11-19T14:03:44+00:00,302,226,0,0.000000,0.000000,19-11-2025 19:33:43,0
2025-11-19T14:04:01+00:00,303,237,0,0.000000,0.000000,19-11-2025 19:34:00,0
2025-11-19T14:04:17+00:00,304,230,0,0.000000,0.000000,19-11-2025 19:34:17,0
2025-11-19T14:04:34+00:00,305,221,0,0.000000,0.000000,19-11-2025 19:34:33,0
2025-11-19T14:04:51+00:00,306,230,0,0.000000,0.000000,19-11-2025 19:34:50,0
2025-11-19T14:05:08+00:00,307,225,0,0.000000,0.000000,19-11-2025 19:35:06,0
2025-11-19T14:05:24+00:00,308,223,0,0.000000,0.000000,19-11-2025 19:35:23,0
2025-11-19T14:05:41+00:00,309,225,0,0.000000,0.000000,19-11-2025 19:35:39,0
2025-11-19T14:05:58+00:00,310,225,0,0.000000,0.000000,19-11-2025 19:35:58,0
2025-11-19T14:06:15+00:00,311,239,0,0.000000,0.000000,19-11-2025 19:36:14,0
2025-11-19T14:06:31+00:00,312,229,0,0.000000,0.000000,19-11-2025 19:36:31,0
2025-11-19T14:06:48+00:00,313,231,0,0.000000,0.000000,19-11-2025 19:36:47,0
2025-11-19T14:07:05+00:00,314,227,0,0.000000,0.000000,19-11-2025 19:37:05,0
2025-11-19T14:07:22+00:00,315,224,0,0.000000,0.000000,19-11-2025 19:37:21,0
2025-11-19T14:07:38+00:00,316,219,0,0.000000,0.000000,19-11-2025 19:37:38,0
2025-11-19T14:07:55+00:00,317,218,0,0.000000,0.000000,19-11-2025 19:37:54,0
2025-11-19T14:08:11+00:00,318,247,0,0.000000,0.000000,19-11-2025 19:38:11,0
2025-11-19T14:08:28+00:00,319,220,0,0.000000,0.000000,19-11-2025 19:38:27,0
2025-11-19T14:08:45+00:00,320,235,0,0.000000,0.000000,19-11-2025 19:38:44,0
2025-11-19T14:09:02+00:00,321,223,0,0.000000,0.000000,19-11-2025 19:39:00,0
2025-11-19T14:09:18+00:00,322,229,0,0.000000,0.000000,19-11-2025 19:39:17,0
2025-11-19T14:09:35+00:00,323,233,0,0.000000,0.000000,19-11-2025 19:39:33,0
2025-11-19T14:09:51+00:00,324,223,0,0.000000,0.000000,19-11-2025 19:39:50,0
2025-11-19T14:10:08+00:00,325,219,0,0.000000,0.000000,19-11-2025 19:40:07,0
2025-11-19T14:10:25+00:00,326,219,0,0.000000,0.000000,19-11-2025 19:40:23,0
2025-11-19T14:10:41+00:00,327,231,0,0.000000,0.000000,19-11-2025 19:40:41,0
2025-11-19T14:10:58+00:00,328,222,0,0.000000,0.000000,19-11-2025 19:40:57,0
2025-11-19T14:11:14+00:00,329,224,0,0.000000,0.000000,19-11-2025 19:41:14,0
2025-11-19T14:11:31+00:00,330,231,0,0.000000,0.000000,19-11-2025 19:41:30,0
2025-11-19T14:11:47+00:00,331,250,0,0.000000,0.000000,19-11-2025 19:41:46,0
2025-11-19T14:12:04+00:00,332,993,32,0.000000,0.000000,19-11-2025 19:42:03,1
2025-11-19T14:12:21+00:00,333,1104,40,0.000000,0.000000,19-11-2025 19:42:20,1
2025-11-19T14:12:38+00:00,334,1553,70,0.000000,0.000000,19-11-2025 19:42:37,1
2025-11-19T14:12:55+00:00,335,2158,100,0.000000,0.000000,19-11-2025 19:42:54,1
2025-11-19T14:13:11+00:00,336,2657,100,0.000000,0.000000,19-11-2025 19:43:10,1
2025-11-19T14:13:28+00:00,337,551,3,0.000000,0.000000,19-11-2025 19:43:27,1
2025-11-19T14:13:45+00:00,338,764,17,0.000000,0.000000,19-11-2025 19:43:44,1
2025-11-19T14:14:02+00:00,339,768,17,0.000000,0.000000,19-11-2025 19:44:01,1
2025-11-19T14:14:18+00:00,340,795,19,0.000000,0.000000,19-11-2025 19:44:17,1
2025-11-19T14:14:35+00:00,341,814,20,0.000000,0.000000,19-11-2025 19:44:34,1
2025-11-19T14:14:52+00:00,342,831,22,0.000000,0.000000,19-11-2025 19:44:51,1
2025-11-19T14:15:08+00:00,343,834,22,0.000000,0.000000,19-11-2025 19:45:07,1
2025-11-19T14:15:25+00:00,344,818,21,0.000000,0.000000,19-11-2025 19:45:24,1
2025-11-19T14:15:41+00:00,345,815,21,0.000000,0.000000,19-11-2025 19:45:40,1
2025-11-19T14:16:00+00:00,346,802,20,0.000000,0.000000,19-11-2025 19:45:56,1
2025-11-19T14:16:16+00:00,347,790,19,0.000000,0.000000,19-11-2025 19:46:15,1
2025-11-19T14:16:33+00:00,348,771,18,0.000000,0.000000,19-11-2025 19:46:32,1
2025-11-19T14:16:49+00:00,349,768,17,0.000000,0.000000,19-11-2025 19:46:48,1
2025-11-19T14:17:06+00:00,350,765,17,0.000000,0.000000,19-11-2025 19:47:05,1
2025-11-19T14:17:23+00:00,351,748,16,0.000000,0.000000,19-11-2025 19:47:22,1
2025-11-19T14:17:39+00:00,352,737,15,0.000000,0.000000,19-11-2025 19:47:38,1
2025-11-19T14:17:56+00:00,353,722,14,0.000000,0.000000,19-11-2025 19:47:55,1
2025-11-19T14:18:13+00:00,354,720,14,0.000000,0.000000,19-11-2025 19:48:12,1
2025-11-19T14:18:29+00:00,355,706,13,0.000000,0.000000,19-11-2025 19:48:28,1
2025-11-19T14:18:46+00:00,356,704,13,0.000000,0.000000,19-11-2025 19:48:45,1
2025-11-19T14:19:03+00:00,357,701,13,0.000000,0.000000,19-11-2025 19:49:02,1
2025-11-19T14:19:19+00:00,358,694,12,0.000000,0.000000,19-11-2025 19:49:18,1
2025-11-19T14:19:36+00:00,359,720,14,0.000000,0.000000,19-11-2025 19:49:35,1
2025-11-19T14:19:53+00:00,360,688,12,0.000000,0.000000,19-11-2025 19:49:51,1
2025-11-19T14:20:09+00:00,361,691,12,0.000000,0.000000,19-11-2025 19:50:08,1
2025-11-19T14:20:26+00:00,362,687,12,0.000000,0.000000,19-11-2025 19:50:25,1
2025-11-19T14:20:43+00:00,363,230,0,0.000000,0.000000,19-11-2025 19:50:41,0
2025-11-19T14:20:59+00:00,364,925,28,0.000000,0.000000,19-11-2025 19:50:58,1
2025-11-19T14:31:35+00:00,365,587,5,16.744946,74.275138,01-01-1970 05:30:16,1
2025-11-19T14:31:52+00:00,366,576,5,16.744938,74.275125,19-11-2025 20:01:51,1
2025-11-19T14:32:09+00:00,367,582,5,16.744919,74.275108,19-11-2025 20:02:08,1
2025-11-19T14:32:25+00:00,368,567,4,16.744943,74.275098,19-11-2025 20:02:25,1
2025-11-19T14:32:43+00:00,369,576,5,16.744916,74.275095,19-11-2025 20:02:42,1
2025-11-19T14:32:59+00:00,370,567,4,16.744900,74.275072,19-11-2025 20:02:59,1
2025-11-19T14:33:16+00:00,371,567,4,16.744901,74.275104,19-11-2025 20:03:15,1
2025-11-19T14:33:32+00:00,372,233,0,16.744933,74.275106,19-11-2025 20:03:32,0
2025-11-19T14:33:50+00:00,373,215,0,16.744975,74.275104,19-11-2025 20:03:48,0
2025-11-19T14:34:06+00:00,374,940,29,16.745021,74.275072,19-11-2025 20:04:05,1
2025-11-19T14:34:23+00:00,375,964,30,16.745069,74.275045,19-11-2025 20:04:21,1
2025-11-19T14:34:40+00:00,376,1232,48,16.745097,74.275010,19-11-2025 20:04:39,1
2025-11-19T14:34:57+00:00,377,1817,87,16.745124,74.275010,19-11-2025 20:04:55,1
2025-11-19T14:35:13+00:00,378,2593,100,16.745130,74.275111,19-11-2025 20:05:12,1
2025-11-19T14:35:29+00:00,379,3159,100,16.745069,74.275215,19-11-2025 20:05:28,1
2025-11-19T14:35:46+00:00,380,3287,100,16.745065,74.275160,19-11-2025 20:05:45,1
2025-11-19T14:36:03+00:00,381,1083,38,16.745102,74.275014,19-11-2025 20:06:02,1
2025-11-19T14:36:19+00:00,382,931,28,16.745083,74.275000,19-11-2025 20:06:18,1
2025-11-19T14:36:36+00:00,383,1073,38,16.745064,74.275051,19-11-2025 20:06:35,1
2025-11-19T14:36:53+00:00,384,1200,46,16.745035,74.275079,19-11-2025 20:06:51,1
2025-11-19T14:37:10+00:00,385,1326,55,16.745042,74.275059,19-11-2025 20:07:08,1
2025-11-19T14:37:26+00:00,386,1406,60,16.745043,74.275034,19-11-2025 20:07:23,1
2025-11-19T14:37:43+00:00,387,1367,57,16.745050,74.275029,19-11-2025 20:07:42,1
2025-11-19T14:38:00+00:00,388,1293,52,16.745027,74.275036,19-11-2025 20:07:59,1
2025-11-19T14:38:16+00:00,389,496,0,16.745041,74.275052,19-11-2025 20:08:15,0
2025-11-19T14:38:33+00:00,390,1055,37,16.745033,74.275058,19-11-2025 20:08:32,1
2025-11-19T14:38:50+00:00,391,900,26,16.745013,74.275094,19-11-2025 20:08:48,1
2025-11-19T14:39:06+00:00,392,911,27,16.744996,74.275108,19-11-2025 20:09:05,1
2025-11-19T14:39:23+00:00,393,931,28,16.745010,74.275088,19-11-2025 20:09:22,1
2025-11-19T14:39:40+00:00,394,964,30,16.745008,74.275081,19-11-2025 20:09:39,1
2025-11-19T14:39:57+00:00,395,951,30,16.744999,74.275100,19-11-2025 20:09:56,1
2025-11-19T14:40:13+00:00,396,951,30,16.744985,74.275122,19-11-2025 20:10:13,1
2025-11-19T14:40:30+00:00,397,275,0,16.744987,74.275109,19-11-2025 20:10:29,0
2025-11-19T14:40:47+00:00,398,1060,37,16.744988,74.275080,19-11-2025 20:10:46,1
2025-11-19T14:41:03+00:00,399,931,28,16.744977,74.275079,19-11-2025 20:11:02,1
2025-11-19T14:41:20+00:00,400,1090,39,16.744971,74.275058,19-11-2025 20:11:19,1
2025-11-19T14:41:37+00:00,401,1383,58,16.744967,74.275080,19-11-2025 20:11:36,1
2025-11-19T14:41:54+00:00,402,1909,93,16.744958,74.275090,19-11-2025 20:11:53,1
2025-11-19T14:42:11+00:00,403,2331,100,16.744990,74.275092,19-11-2025 20:12:10,1
2025-11-19T14:42:28+00:00,404,2547,100,16.744985,74.275105,19-11-2025 20:12:27,1
2025-11-19T14:42:45+00:00,405,2559,100,16.744983,74.275113,19-11-2025 20:12:43,1
2025-11-19T14:43:02+00:00,406,2433,100,16.744990,74.275095,19-11-2025 20:13:01,1
2025-11-19T14:43:18+00:00,407,2239,100,16.744981,74.275086,19-11-2025 20:13:18,1
2025-11-19T14:43:35+00:00,408,2150,100,16.744982,74.275088,19-11-2025 20:13:33,1
2025-11-19T14:43:52+00:00,409,2064,100,16.744990,74.275094,19-11-2025 20:13:51,1
2025-11-19T14:44:09+00:00,410,1982,98,16.744992,74.275088,19-11-2025 20:14:08,1
2025-11-19T14:44:26+00:00,411,1854,90,16.744971,74.275063,19-11-2025 20:14:25,1
2025-11-19T14:44:42+00:00,412,1674,78,16.744959,74.275082,19-11-2025 20:14:41,1
2025-11-19T14:44:59+00:00,413,1519,67,16.744975,0.116667,19-11-2025 20:14:58,1
2025-11-19T14:45:16+00:00,414,1403,60,16.744977,74.275110,19-11-2025 20:15:15,1
2025-11-19T14:45:33+00:00,415,1311,54,16.744965,74.275088,19-11-2025 20:15:31,1
2025-11-19T14:45:50+00:00,416,1215,47,16.744955,74.275102,19-11-2025 20:15:49,1
2025-11-19T14:46:07+00:00,417,473,0,16.744978,74.275096,19-11-2025 20:16:06,0
2025-11-19T14:46:24+00:00,418,597,6,16.744955,74.275100,19-11-2025 20:16:23,1
2025-11-19T14:46:40+00:00,419,592,6,16.744970,74.275106,19-11-2025 20:16:39,1
2025-11-19T14:46:57+00:00,420,592,6,16.744968,74.275111,19-11-2025 20:16:55,1
2025-11-19T14:47:14+00:00,421,591,6,16.744980,74.275101,19-11-2025 20:17:12,1
2025-11-19T14:47:31+00:00,422,610,7,16.745022,74.275090,19-11-2025 20:17:29,1
2025-11-19T14:47:48+00:00,423,611,7,16.745033,74.275096,19-11-2025 20:17:46,1
2025-11-19T14:48:05+00:00,424,611,7,16.745035,74.275102,19-11-2025 20:18:04,1
2025-11-19T14:48:21+00:00,425,601,6,16.745048,74.275099,19-11-2025 20:18:21,1
2025-11-19T14:48:38+00:00,426,608,7,16.745028,74.275097,19-11-2025 20:18:37,1
2025-11-19T14:48:55+00:00,427,237,0,16.745013,74.275082,19-11-2025 20:18:54,0
2025-11-19T14:49:11+00:00,428,795,19,16.744989,74.275096,19-11-2025 20:19:11,1
2025-11-19T14:49:28+00:00,429,537,2,16.744979,74.275081,19-11-2025 20:19:27,1
2025-11-19T14:49:45+00:00,430,528,1,16.744979,74.275075,19-11-2025 20:19:42,1
2025-11-19T14:50:01+00:00,431,534,2,16.744976,74.275065,19-11-2025 20:20:00,1
2025-11-19T14:50:18+00:00,432,546,3,16.744960,74.275110,19-11-2025 20:20:17,1
2025-11-19T14:50:35+00:00,433,237,0,16.744957,74.275134,19-11-2025 20:20:33,0
2025-11-19T14:50:52+00:00,434,2095,100,16.744937,74.275148,19-11-2025 20:20:50,1
2025-11-19T14:51:08+00:00,435,946,29,16.744940,74.275136,19-11-2025 20:21:07,1
2025-11-19T14:51:25+00:00,436,1047,36,16.744960,74.275102,19-11-2025 20:21:23,1
2025-11-19T14:51:42+00:00,437,1167,44,16.744952,74.275120,19-11-2025 20:21:40,
2025-11-19T14:51:58+00:00,438,1362,57,16.744956,74.275128,19-11-2025 20:21:56,1
2025-11-19T14:52:15+00:00,439,1794,86,16.744941,74.275139,19-11-2025 20:22:14,1
2025-11-19T14:52:38+00:00,440,253,0,16.744912,74.275131,19-11-2025 20:22:38,0
2025-11-19T14:52:56+00:00,441,810,20,16.744919,74.275145,19-11-2025 20:22:55,1
2025-11-19T14:53:12+00:00,442,257,0,16.744932,74.275123,19-11-2025 20:23:12,0
2025-11-19T14:53:29+00:00,443,241,0,16.744954,74.275103,19-11-2025 20:23:28,0
2025-11-19T14:53:46+00:00,444,255,0,16.744959,74.275096,19-11-2025 20:23:45,0
2025-11-19T14:54:03+00:00,445,1810,87,16.744951,74.275107,19-11-2025 20:24:02,1
2025-11-19T14:54:19+00:00,446,272,0,16.744938,74.275113,19-11-2025 20:24:19,0
2025-11-19T14:54:36+00:00,447,674,11,16.744920,74.275160,19-11-2025 20:24:35,1
2025-11-19T14:54:53+00:00,448,1575,71,16.744924,74.275150,19-11-2025 20:24:52,1
2025-11-19T14:55:10+00:00,449,1059,37,16.744951,74.275120,19-11-2025 20:25:08,1
2025-11-19T14:55:27+00:00,450,387,0,16.744938,74.275104,19-11-2025 20:25:25,0
2025-11-19T14:55:43+00:00,451,1089,39,16.744934,74.275090,19-11-2025 20:25:42,1
2025-11-19T14:56:00+00:00,452,857,23,16.744932,74.275120,19-11-2025 20:25:58,1
2025-11-19T14:56:17+00:00,453,839,22,16.744932,74.275105,19-11-2025 20:26:15,1
2025-11-19T14:56:33+00:00,454,837,22,16.744937,74.275093,19-11-2025 20:26:32,1
2025-11-19T14:56:50+00:00,455,816,21,16.744948,74.275094,19-11-2025 20:26:49,1
2025-11-19T14:57:07+00:00,456,802,20,16.744951,74.275083,19-11-2025 20:27:06,1
2025-11-19T14:57:24+00:00,457,798,19,16.744949,74.275035,19-11-2025 20:27:22,1
2025-11-19T14:57:40+00:00,458,875,25,16.744946,74.275045,19-11-2025 20:27:39,1
2025-11-19T14:57:57+00:00,459,779,18,16.744960,74.275045,19-11-2025 20:27:56,1
2025-11-19T14:58:14+00:00,460,754,16,16.744968,74.275100,19-11-2025 20:28:13,1
2025-11-19T14:58:31+00:00,461,751,16,16.744974,74.275123,19-11-2025 20:28:28,1
2025-11-19T14:58:49+00:00,462,743,16,16.744970,74.275122,19-11-2025 20:28:48,1
2025-11-19T14:59:06+00:00,463,720,14,16.744973,74.275074,19-11-2025 20:29:05,1
2025-11-19T14:59:22+00:00,464,709,13,16.744956,74.275027,19-11-2025 20:29:21,1
2025-11-19T14:59:39+00:00,465,716,14,16.744951,74.275056,19-11-2025 20:29:38,1
2025-11-19T14:59:56+00:00,466,711,14,16.744961,74.275073,19-11-2025 20:29:54,1
2025-11-19T15:00:12+00:00,467,698,13,16.744973,74.275098,19-11-2025 20:30:11,1
2025-11-19T15:00:28+00:00,468,667,11,16.744971,74.275114,19-11-2025 20:30:27,1
2025-11-19T15:00:45+00:00,469,691,12,16.744971,74.275141,19-11-2025 20:30:44,1
2025-11-19T15:01:01+00:00,470,695,13,16.744967,74.275132,19-11-2025 20:31:00,1
2025-11-19T15:01:18+00:00,471,688,12,16.744954,74.275122,19-11-2025 20:31:16,1
2025-11-19T15:01:34+00:00,472,688,12,16.744956,74.275103,19-11-2025 20:31:33,1
2025-11-19T15:01:51+00:00,473,681,12,16.744970,74.275093,19-11-2025 20:31:50,1
2025-11-19T15:02:08+00:00,474,674,11,16.744971,74.275090,19-11-2025 20:32:07,1
2025-11-19T15:02:25+00:00,475,679,11,16.744961,74.275084,19-11-2025 20:32:24,1
2025-11-19T15:02:42+00:00,476,672,11,16.744942,74.275081,19-11-2025 20:32:41,1
2025-11-19T15:02:59+00:00,477,657,10,16.744931,74.275070,19-11-2025 20:32:58,1
2025-11-19T15:03:16+00:00,478,676,11,16.744938,74.275077,19-11-2025 20:33:14,1
2025-11-19T15:03:32+00:00,479,670,11,16.744943,74.275090,19-11-2025 20:33:31,1
2025-11-19T15:03:49+00:00,480,671,11,16.744943,74.275089,19-11-2025 20:33:48,1
2025-11-19T15:04:06+00:00,481,666,11,16.744943,74.275086,19-11-2025 20:34:05,1
2025-11-19T15:04:23+00:00,482,656,10,16.744933,74.275085,19-11-2025 20:34:21,1
2025-11-19T15:04:42+00:00,483,667,11,16.744934,74.275082,19-11-2025 20:34:38,1
2025-11-19T15:04:58+00:00,484,656,10,16.744943,74.275081,19-11-2025 20:34:57,1
2025-11-19T15:05:15+00:00,485,659,10,16.744947,74.275083,19-11-2025 20:35:13,1
2025-11-19T15:05:32+00:00,486,654,10,16.744937,74.275091,19-11-2025 20:35:30,1
2025-11-19T15:05:48+00:00,487,661,10,16.744939,74.275085,19-11-2025 20:35:47,1
2025-11-19T15:06:05+00:00,488,650,10,16.744943,74.275079,19-11-2025 20:36:03,1
2025-11-19T15:06:22+00:00,489,650,10,16.744932,74.275081,19-11-2025 20:36:20,1
2025-11-19T15:06:38+00:00,490,643,9,16.744931,74.275077,19-11-2025 20:36:37,1
2025-11-19T15:06:55+00:00,491,652,10,16.744942,74.275072,19-11-2025 20:36:53,1
2025-11-19T15:07:11+00:00,492,656,10,16.744954,74.275076,19-11-2025 20:37:10,1
2025-11-19T15:07:28+00:00,493,647,9,16.744956,74.275089,19-11-2025 20:37:27,1
2025-11-19T15:07:45+00:00,494,650,10,16.744955,74.275103,19-11-2025 20:37:44,1
2025-11-19T15:08:01+00:00,495,637,9,16.744957,74.275114,19-11-2025 20:38:00,1
2025-11-19T15:08:18+00:00,496,651,10,16.744969,74.275106,19-11-2025 20:38:17,1
2025-11-19T15:08:35+00:00,497,643,9,16.744979,74.275102,19-11-2025 20:38:33,1
2025-11-19T15:08:52+00:00,498,646,9,16.744985,74.275098,19-11-2025 20:38:51,1
2025-11-19T15:09:08+00:00,499,639,9,16.744978,74.275096,19-11-2025 20:39:07,1
2025-11-19T15:09:25+00:00,500,637,9,16.744967,74.275098,19-11-2025 20:39:24,1
2025-11-19T15:09:42+00:00,501,639,9,16.744955,74.275101,19-11-2025 20:39:41,1
2025-11-19T15:09:58+00:00,502,638,9,16.744954,74.275095,19-11-2025 20:39:58,1
2025-11-19T15:10:15+00:00,503,640,9,16.744956,74.275096,19-11-2025 20:40:14,1
2025-11-19T15:10:32+00:00,504,640,9,16.744972,74.275115,19-11-2025 20:40:31,1
2025-11-19T15:10:49+00:00,505,637,9,16.744978,74.275134,19-11-2025 20:40:48,1
2025-11-19T15:11:06+00:00,506,630,8,16.744984,74.275133,19-11-2025 20:41:05,1
2025-11-19T15:11:22+00:00,507,637,9,16.744991,74.275111,19-11-2025 20:41:21,1
2025-11-19T15:11:39+00:00,508,637,9,16.744996,74.275114,19-11-2025 20:41:38,1
2025-11-19T15:11:56+00:00,509,627,8,16.744996,74.275119,19-11-2025 20:41:55,1
2025-11-19T15:12:13+00:00,510,627,8,16.744983,74.275109,19-11-2025 20:42:12,1
2025-11-19T15:12:30+00:00,511,627,8,16.744970,74.275094,19-11-2025 20:42:29,1
2025-11-19T15:12:46+00:00,512,627,8,16.744958,74.275094,19-11-2025 20:42:45,1
2025-11-19T15:13:04+00:00,513,625,8,16.744969,74.275106,19-11-2025 20:43:02,1
2025-11-19T15:13:20+00:00,514,634,8,16.744979,74.275131,19-11-2025 20:43:19,1
2025-11-19T15:13:38+00:00,515,623,8,16.744997,74.275133,19-11-2025 20:43:36,1
2025-11-19T15:13:54+00:00,516,624,8,16.745001,74.275129,19-11-2025 20:43:53,1
2025-11-19T15:14:11+00:00,517,631,8,16.744996,74.275157,19-11-2025 20:44:10,1
2025-11-19T15:14:28+00:00,518,619,7,16.744976,74.275177,19-11-2025 20:44:26,1
2025-11-19T15:14:44+00:00,519,627,8,16.744982,74.275158,19-11-2025 20:44:43,1
2025-11-19T15:15:01+00:00,520,250,0,16.744974,74.275148,19-11-2025 20:45:00,0
2025-11-19T15:15:18+00:00,521,243,0,16.744978,74.275158,19-11-2025 20:45:16,0
2025-11-19T15:15:35+00:00,522,240,0,16.744992,74.275126,19-11-2025 20:45:33,0
2025-11-19T15:15:51+00:00,523,247,0,16.744997,74.275100,19-11-2025 20:45:50,0
2025-11-19T15:16:08+00:00,524,243,0,16.744981,74.275107,19-11-2025 20:46:07,0
2025-11-19T15:16:24+00:00,525,251,0,16.745024,74.275110,19-11-2025 20:46:23,0
2025-11-19T15:16:42+00:00,526,243,0,16.745016,74.275142,19-11-2025 20:46:41,0
2025-11-19T15:16:58+00:00,527,249,0,16.744997,74.275158,19-11-2025 20:46:57,0
2025-11-19T15:17:15+00:00,528,240,0,16.745014,74.275168,19-11-2025 20:47:14,0
2025-11-19T15:17:31+00:00,529,243,0,16.745025,74.275164,19-11-2025 20:47:30,0
2025-11-19T15:17:48+00:00,530,246,0,16.745019,74.275099,19-11-2025 20:47:47,0
2025-11-19T15:18:05+00:00,531,225,0,16.745030,74.275123,19-11-2025 20:48:04,0
2025-11-19T15:18:21+00:00,532,238,0,16.745072,74.275128,19-11-2025 20:48:20,0
2025-11-19T15:18:39+00:00,533,242,0,16.745094,74.275145,19-11-2025 20:48:38,0
2025-11-19T15:18:55+00:00,534,240,0,16.745014,74.275187,19-11-2025 20:48:55,0
2025-11-19T15:19:12+00:00,535,239,0,16.745006,74.275157,19-11-2025 20:49:11,0
2025-11-19T15:19:29+00:00,536,249,0,16.744989,74.275146,19-11-2025 20:49:28,0
2025-11-19T15:19:45+00:00,537,246,0,16.744975,74.275133,19-11-2025 20:49:44,0
2025-11-19T15:20:02+00:00,538,911,27,16.744992,74.275106,19-11-2025 20:50:01,1
2025-11-19T15:20:19+00:00,539,1008,33,16.745004,74.275108,19-11-2025 20:50:18,1
2025-11-19T15:20:35+00:00,540,1023,34,16.744999,74.275116,19-11-2025 20:50:34,1
2025-11-19T15:20:53+00:00,541,1188,45,16.744994,74.275098,19-11-2025 20:50:51,1
2025-11-19T15:21:09+00:00,542,1587,72,16.744989,74.275118,19-11-2025 20:51:08,1
2025-11-19T15:21:26+00:00,543,2336,100,16.744961,74.275146,19-11-2025 20:51:24,1
2025-11-19T15:21:43+00:00,544,608,7,16.744949,74.275126,19-11-2025 20:51:42,1
2025-11-19T15:22:04+00:00,545,746,16,16.744959,74.275076,19-11-2025 20:51:58,1
2025-11-19T15:22:21+00:00,546,805,20,16.744990,74.275081,19-11-2025 20:52:20,1
2025-11-19T15:22:38+00:00,547,816,21,16.744980,74.275098,19-11-2025 20:52:37,1
2025-11-19T15:22:54+00:00,548,819,21,16.744981,74.275107,19-11-2025 20:52:53,1
2025-11-19T15:23:11+00:00,549,816,21,16.744982,74.275113,19-11-2025 20:53:10,1
2025-11-19T15:23:28+00:00,550,816,21,16.745007,74.275095,19-11-2025 20:53:27,1
2025-11-19T15:23:44+00:00,551,798,19,16.745018,74.275088,19-11-2025 20:53:43,1
2025-11-19T15:24:00+00:00,552,804,20,16.745028,74.275074,19-11-2025 20:53:59,1
2025-11-19T15:24:18+00:00,553,804,20,16.745034,74.275089,19-11-2025 20:54:16,1
2025-11-19T15:24:34+00:00,554,784,18,16.745018,74.275100,19-11-2025 20:54:33,1
2025-11-19T15:24:51+00:00,555,790,19,16.745031,74.275119,19-11-2025 20:54:50,1
2025-11-19T15:25:08+00:00,556,2688,100,16.745047,74.275146,19-11-2025 20:55:06,1
2025-11-19T15:25:25+00:00,557,687,12,16.745005,74.275066,19-11-2025 20:55:23,1
2025-11-19T15:25:42+00:00,558,1191,46,16.745011,74.275073,19-11-2025 20:55:41,1
2025-11-19T15:25:59+00:00,559,800,20,16.745013,74.275113,19-11-2025 20:55:57,1
2025-11-19T15:26:16+00:00,560,1073,38,16.744985,74.275127,19-11-2025 20:56:15,1
2025-11-19T15:46:50+00:00,561,451,0,0.000000,0.000000,19-11-2025 21:16:48,0
2025-11-19T15:47:06+00:00,562,348,0,16.744731,74.274702,19-11-2025 21:17:05,0
2025-11-19T15:47:23+00:00,563,1051,36,16.744926,74.275056,19-11-2025 21:17:22,1
2025-11-19T15:47:40+00:00,564,1004,33,16.744992,74.275122,19-11-2025 21:17:39,1
2025-11-19T15:47:56+00:00,565,1149,43,16.745041,74.275170,19-11-2025 21:17:54,1
2025-11-19T15:48:13+00:00,566,1463,64,16.745006,74.275080,19-11-2025 21:18:11,1
2025-11-19T15:48:29+00:00,567,2174,100,16.745004,74.275093,19-11-2025 21:18:28,1
2025-11-19T15:48:46+00:00,568,3126,100,16.744999,74.275083,19-11-2025 21:18:45,1
2025-11-19T15:49:03+00:00,569,3873,100,16.744997,74.275053,19-11-2025 21:19:02,1
2025-11-19T15:49:20+00:00,570,4095,100,16.744986,74.275058,19-11-2025 21:19:19,1
2025-11-19T15:49:37+00:00,571,4095,100,16.744977,74.275084,19-11-2025 21:19:36,1
2025-11-19T15:49:53+00:00,572,4095,100,16.744969,74.275074,19-11-2025 21:19:52,1
2025-11-19T15:50:10+00:00,573,4095,100,16.744962,74.275076,19-11-2025 21:20:09,1
2025-11-19T15:50:27+00:00,574,4095,100,16.744952,74.275105,19-11-2025 21:20:26,1
2025-11-19T15:50:44+00:00,575,4095,100,16.744947,74.275124,19-11-2025 21:20:43,1
